feature,class
"[-3.3324490e+02  9.3903664e+01 -8.1841249e+00  2.1783266e+01
 -5.9586782e+00 -3.8760319e+00 -2.2805889e+01 -1.0429628e+01
 -2.0619877e+01  1.0192168e+01 -3.2083382e+01  6.3372345e+00
 -1.6651207e+01 -1.5226039e+00 -1.0738586e+01 -9.4244528e+00
 -1.4280667e+01 -4.5090156e+00 -1.1240829e+01  2.4022920e+00
 -1.7757599e+01 -7.1793044e-01 -1.0519704e+01 -6.7995205e+00
 -5.2352705e+00 -8.0005093e+00 -4.6109543e+00 -8.5853167e+00
 -3.8123946e+00 -7.3995552e+00 -2.4521248e+00 -2.9142611e+00
 -6.4587612e+00 -2.4485328e+00 -5.3514729e+00 -2.9903650e+00
 -3.7109919e+00 -1.5317981e+00 -3.2471659e+00 -2.5417967e-02]",Andrew Santino
"[-3.8702533e+02  1.0945193e+02  2.3328602e+00  2.9055216e+01
  1.5815158e+00 -2.4734745e+00 -8.0231228e+00 -3.7123926e+00
 -6.1699672e+00  3.0380454e+00 -1.0831664e+01  6.7678161e+00
 -3.7029586e+00 -3.8365561e-01 -6.2128973e-01  1.6268163e+00
 -5.1681967e+00  3.9684110e+00 -5.2203803e+00 -1.6658961e+00
 -4.8236475e+00 -1.7414643e+00 -2.8919563e+00 -3.8233083e-01
 -1.8972334e+00  1.2618732e-01 -2.9355159e+00 -1.7424027e+00
 -1.6855741e+00 -1.1267037e+00 -2.4223113e+00 -5.3620589e-01
 -3.2354157e+00 -1.8714247e+00 -1.0830262e+00 -1.9806621e+00
 -1.2497739e+00 -2.4530108e+00 -1.1801764e+00 -2.9777000e+00]",Bill Burr
"[-308.82336      69.94873     -13.220973     19.377138    -10.184717
   -5.662677    -17.125225     -7.848683    -26.778973      3.5791283
  -11.182078      0.469081    -11.554135     -3.8136253    -8.481458
   -4.788748     -7.455133     -4.6120315    -9.528932     -3.570008
   -5.7384973    -6.53205      -8.083896     -3.1714675    -9.92846
   -1.9362246    -7.7674594    -2.4835408    -3.2358847     0.65609074
    5.470357      5.033295      9.989619      6.8418407     4.7768483
    3.6426783     0.9745772     2.5574808    -1.0127337    -1.0257038 ]",Sofia Franklyn
"[-3.91599213e+02  7.89865417e+01  2.39116096e+00  2.65783062e+01
  4.86923313e+00  2.21083179e-01 -1.88823109e+01  1.05657637e+00
 -4.32688522e+00  3.91812897e+00 -9.88504124e+00  4.87104988e+00
 -4.47115326e+00  1.03271937e+00 -1.08913995e-01  2.59108591e+00
 -4.75316954e+00  4.87980747e+00 -4.50944233e+00  1.63225248e-01
 -4.05343151e+00  2.05648112e+00 -3.06727982e+00 -3.05611777e+00
  1.15301394e+00 -1.95164812e+00 -2.51448464e+00 -2.22998857e+00
 -1.49840271e+00 -7.31622875e-01 -5.04228950e-01 -1.91014349e+00
 -1.77451050e+00 -1.05286586e+00 -3.03971386e+00 -2.86209154e+00
 -1.65180504e+00 -6.29139900e-01  2.47126293e+00  1.72306299e+00]",Bill Burr
"[-303.57938      64.133705    -11.24078      19.115887    -12.584949
   -3.6246595   -27.768002    -11.156264    -17.634487     -8.891965
  -20.572378     -4.4380984   -18.589136     -4.668794    -17.395426
   -3.420363    -15.562988     -7.7343946   -13.7335005    -6.6252866
   -9.239941     -7.9263935    -7.94159      -1.8215435    -5.1858187
    2.0948148    -0.53845865    3.379335      3.6628957     4.0497956
    1.3279872     1.4271258     1.563569      3.3398428     1.669764
    2.5976741     2.0566635     3.0071719     1.7833296     2.5435078 ]",Sarah Silverman
"[-4.9031760e+02  5.4164333e+01  1.9720078e+00  1.6478170e+01
  3.7170742e+00 -4.6665743e-02 -7.5223198e+00 -2.3149343e+00
 -6.1540656e+00  4.6691556e+00 -3.7364235e+00  3.4444845e+00
 -6.6952238e+00  2.4813299e+00 -1.1789776e+00  8.0403453e-01
 -5.0566158e+00 -1.3170713e+00 -3.7316661e+00 -6.1585417e+00
 -5.6049366e+00 -1.0454961e+00 -8.2610340e+00 -2.4981768e+00
 -1.9510703e+00 -3.8349757e+00 -1.2551141e+00 -3.2890773e+00
 -2.3732405e+00 -2.2625952e+00 -1.2554764e+00 -1.4433285e+00
 -2.6172001e+00 -9.6337539e-01 -2.6847925e+00 -1.7239258e+00
 -1.9984435e+00 -2.2684276e+00 -1.8823379e+00 -1.7221481e+00]",Andrew Santino
"[-3.6927725e+02  5.4882950e+01 -1.3961475e+01  1.1422175e+01
 -2.0793913e+01  4.6966572e+00 -1.9638443e+01 -1.9844261e+00
 -1.3726859e+01  1.7326080e+00 -5.2476420e+00 -7.4574256e+00
 -3.5093577e+00 -8.7496347e+00 -1.2658096e+01 -3.7806845e+00
 -1.1811561e+01 -5.0630474e+00 -1.0370015e+01  7.3782377e-02
 -8.0416365e+00 -6.3570714e+00 -3.0252016e+00 -4.4574265e+00
 -4.8163109e+00 -1.5642509e+00 -5.3044071e+00 -2.1217718e+00
 -3.8897853e+00 -4.7916484e+00 -2.9419289e+00  6.0972184e-01
  3.5250995e-01  3.9507520e+00  4.3922038e+00  4.1391912e+00
  2.2117097e+00  1.7851515e+00  1.2460687e+00  3.0262854e+00]",Sarah Silverman
"[-3.3012018e+02  6.7374649e+01 -2.0757086e+01  1.0503476e+01
 -7.2013144e+00 -9.6839371e+00 -1.6721582e+01 -1.0093846e+01
 -1.9174786e+01  2.3963308e+00 -1.2659891e+01 -1.7266341e+00
 -1.1172180e+01  4.9381438e-01 -9.5097799e+00 -6.5419927e+00
 -5.5186348e+00  4.3883044e-02 -7.0844169e+00  6.1192304e-01
 -3.8667443e+00 -3.6971231e+00 -4.3189049e+00 -1.5825424e+00
 -5.8515024e+00  1.4984844e+00 -5.7194548e+00 -1.3370924e+00
 -3.0615163e+00 -8.3548087e-01  3.8458216e-01 -9.5059794e-01
  1.7241975e+00 -2.3589815e-01 -1.9921154e-02  4.3588609e-01
 -2.5143644e-01  1.2476581e+00  1.2605804e-01  8.1444007e-01]",Sofia Franklyn
"[-2.3469928e+02  7.5994606e+01 -4.9896248e+01  1.6354779e+00
 -3.2356441e+01 -1.6948742e+01 -1.6014462e+01 -1.9382050e+01
 -1.7751453e+01  1.0900316e+01 -2.6823496e+01 -3.9674537e+00
 -1.1418365e+01  3.8441565e+00 -5.2137284e+00 -6.0896602e+00
 -4.5965743e+00 -5.5125551e+00 -5.3383851e+00  1.4787654e+00
 -2.4300005e+00 -3.3442531e+00 -2.7701671e+00  2.7095530e+00
  4.6294355e-01  4.9234152e+00  1.6847675e+00  2.4830534e+00
  2.1832161e+00 -1.3955443e+00  7.6258576e-01 -1.0389477e+00
  3.9679997e-02 -1.9154943e+00 -1.7582461e+00 -7.6415962e-01
 -2.0000410e+00 -2.0897859e-01 -6.3413614e-01 -1.1134338e+00]",Sofia Franklyn
"[-2.6038101e+02  8.6159714e+01  9.5183144e+00  2.1548447e+01
 -1.6847239e+01 -3.4642811e+00 -2.6934666e+01 -7.0176001e+00
 -2.1691990e+01 -1.1602085e+01 -1.2103753e+01 -7.1780434e+00
 -1.7885962e+01 -3.9698286e+00 -1.3312765e+01 -5.1795650e+00
 -1.5559979e+01 -6.6295595e+00 -1.5486077e+01 -5.6232224e+00
 -8.0666895e+00 -1.2241437e+01 -3.7190926e+00 -2.5794199e+00
 -4.9655027e+00  5.4564018e-02 -6.0059314e+00 -4.0297995e+00
 -7.1593266e+00 -5.4104962e+00 -2.0803304e+00 -2.0333385e+00
  2.3385537e+00  2.9850411e+00  5.0702839e+00  6.7674885e+00
  4.6330466e+00  3.6141253e+00  8.0278730e-01  3.0695477e+00]",Sarah Silverman
"[-2.29116821e+02  1.26540054e+02 -6.30540314e+01  5.03151703e+01
 -2.60115433e+01 -3.08555412e+01 -4.00912056e+01 -2.14503498e+01
 -2.35705128e+01 -1.08499231e+01 -1.53311596e+01 -1.82221050e+01
 -4.05599642e+00 -8.87818241e+00 -2.72281265e+00 -2.22706718e+01
 -2.24536705e+00 -6.57791424e+00 -1.23391323e+01 -6.39378190e-01
 -8.06906509e+00 -4.20486879e+00 -7.11918211e+00 -4.77222490e+00
 -4.68512297e+00 -5.58448029e+00 -4.50616360e+00 -3.51063919e+00
 -3.36045766e+00 -2.64885330e+00 -2.07844448e+00 -3.02044511e+00
 -2.52621078e+00 -2.18567801e+00 -1.96577385e-01 -1.40095651e+00
  1.53571117e+00  4.29305792e+00  3.94054580e+00  7.48313713e+00]",Sarah Silverman
"[-3.3395316e+02  1.0834558e+02 -4.3249464e+00  3.2676571e+01
 -6.5380726e+00  3.2830231e+00 -1.2645854e+01 -5.5177279e+00
 -1.1282661e+01  7.4476314e+00 -1.4306252e+01  1.2893860e+01
 -1.6036869e+01 -1.3200608e+00 -4.3154249e+00  1.9691575e+00
 -9.8979588e+00  2.1596947e+00 -7.3741922e+00  5.4869336e-01
 -9.6022635e+00  1.5021510e+00 -7.2366500e+00 -2.1796293e+00
 -6.3312988e+00  4.9655327e-01 -5.3798475e+00 -3.7224605e+00
  2.0229409e+00 -3.7991781e+00  1.8837354e+00  4.1167155e-02
 -2.8078854e+00 -4.7904208e-01 -4.4356937e+00 -2.7050540e+00
 -2.5105202e+00 -4.2236156e+00 -2.0563037e+00 -2.8234959e+00]",Bill Burr
"[-2.6369821e+02  8.5588844e+01 -1.1663022e+01  2.7497129e+01
 -2.5175533e+01 -1.8282267e+01 -2.4882994e+01 -1.4724392e+01
 -1.4320339e+01  2.4542563e+00 -2.8217203e+01 -5.1911898e+00
 -9.5538931e+00  4.8789784e-01 -9.3475008e+00 -7.1053815e+00
 -1.7970615e+01 -3.3000393e+00 -8.8184099e+00 -7.0451245e+00
 -7.8646078e+00 -1.3342071e+01 -8.9349232e+00 -2.8953602e+00
 -8.3108120e+00 -3.5269408e+00 -7.2827854e+00  1.0666834e+00
  4.4731684e+00  5.1213427e+00  8.8503275e+00  4.2807951e+00
  5.7862535e+00  2.0856090e+00  2.1569657e+00  6.4115864e-01
 -1.5049537e+00 -1.0818449e-01 -2.8367562e+00 -6.9834334e-01]",Sofia Franklyn
"[-3.56126556e+02  1.02332596e+02  5.19320965e+00  1.59286232e+01
 -1.09859896e+01  1.68384421e+00 -1.87035027e+01 -1.89712143e+01
 -1.81205635e+01 -1.96191845e+01 -1.69979591e+01 -8.97782135e+00
 -1.54889879e+01 -1.13967752e+01 -1.13675861e+01 -3.80375528e+00
 -6.13464928e+00 -5.50712109e+00 -2.86879182e+00 -3.17891979e+00
 -1.30702333e+01 -3.90048718e+00 -4.83062267e+00 -6.13518476e+00
 -7.34665155e+00 -2.94942784e+00 -8.11730087e-01 -3.70816517e+00
  1.33395469e+00 -2.73241550e-01 -2.65748334e+00  3.21563601e-01
 -7.00304359e-02 -6.88622534e-01 -2.24895573e+00 -1.31282735e+00
 -1.52766168e+00 -2.18883491e+00  6.38327673e-02 -2.69935417e+00]",Sarah Silverman
"[-2.4067206e+02  1.1121976e+02 -1.5282924e+01  3.5090427e+01
 -1.3789853e-01 -5.0242562e+00 -9.5701208e+00 -2.8411683e-01
 -2.1999243e+01  1.8628469e+01 -1.8320425e+01  1.1531368e+01
 -6.8314047e+00 -1.7895133e+00 -9.6999538e-01 -1.2272974e+00
 -9.5053968e+00  2.0907273e+00 -6.7474627e+00 -8.6352510e+00
 -8.0989084e+00 -1.9854500e+00 -7.8838725e+00 -2.2937379e+00
 -3.9526317e+00 -4.6182923e+00 -2.6532371e+00 -5.4145107e+00
 -4.7349858e+00 -4.1508570e+00 -5.6751704e+00 -2.1875215e+00
 -6.4833422e+00 -1.9784242e+00 -6.6311016e+00 -1.0899574e+00
 -6.0060716e+00 -2.8121779e+00 -4.4582353e+00 -4.1662240e+00]",Andrew Santino
"[-2.3088075e+02  9.3953438e+01 -3.6181007e+01  1.1925639e+01
 -1.2451260e+01 -7.2280259e+00 -3.2940033e+01 -2.4358610e+01
 -1.7265909e+01  2.1886423e+00 -2.5750542e+01  1.6046199e+00
 -1.3627120e+01 -6.7565811e-01 -8.2091932e+00 -1.2471326e+01
 -7.5941210e+00 -1.0039493e+00 -1.2410680e+01 -2.2840056e+00
 -9.0874519e+00 -4.9802375e+00 -5.1881175e+00 -8.7859261e-01
 -5.3863029e+00  5.2001481e+00 -2.0069976e+00  3.6966617e+00
  1.6716716e+00  7.7783644e-01  3.6080124e+00  1.8456454e+00
  6.3052788e+00  1.9859627e+00  1.3290802e-01 -1.6673254e+00
 -5.1823330e-01 -7.8612328e-01 -3.2656729e+00 -3.3582876e+00]",Sofia Franklyn
"[-4.0585089e+02  7.6514595e+01  1.0752098e+01  2.5002584e+01
  8.7460594e+00 -5.0591588e+00 -1.5020387e+01 -4.7686534e+00
 -1.5779435e+01 -1.5086350e+00 -1.6600967e+01  1.3880400e-01
 -9.3015518e+00 -5.3458767e+00 -4.5269394e+00 -3.4384243e+00
 -6.1891527e+00  9.4854349e-01 -7.5947709e+00 -3.4205236e+00
 -7.0301847e+00 -5.4921017e+00 -7.1103196e+00 -5.7816229e+00
 -4.2932057e+00 -3.8010945e+00 -3.3841803e+00 -1.4133912e+00
 -3.4454892e+00 -2.8776894e+00 -1.4557134e+00 -6.5627420e-01
 -1.3378354e+00 -7.4982174e-02 -2.9218736e+00 -1.8085872e+00
 -2.5732906e+00 -1.9214346e+00 -1.2176979e+00 -1.2763107e+00]",Andrew Santino
"[-3.3687473e+02  7.7322006e+01 -4.6313725e+00  3.1223873e+01
 -5.6438189e+00  2.6113641e+00 -7.8878760e+00  2.6877078e-01
 -1.2597954e+01  3.2849591e+00 -1.4700252e+01  9.6056652e+00
 -1.1275485e+01  3.5077300e+00 -2.5906369e-01  5.2642560e-01
 -5.1252694e+00  4.8800793e+00 -6.5570893e+00  3.0106504e+00
 -8.4540825e+00  2.8187816e+00 -6.6581426e+00 -1.2397469e+00
 -2.1622400e+00 -2.4290016e+00 -1.5145032e-01  4.0641928e+00
  6.8998818e+00  5.4457216e+00  6.8189187e+00  6.2209225e+00
  3.1296210e+00  3.7457042e+00  1.7892075e+00  1.4933498e+00
  1.8027697e+00  2.8591034e+00  4.4254441e+00  1.6093191e+00]",Bill Burr
"[-2.83610870e+02  1.05171356e+02 -1.17748423e+01  4.69215927e+01
  1.15524206e+01 -8.14123821e+00 -1.29483385e+01  1.68443906e+00
 -1.00735836e+01  1.26423521e+01 -1.78497486e+01  1.22210817e+01
 -8.92985821e+00 -9.22574624e-02 -5.72210932e+00 -1.93660033e+00
 -1.10432014e+01  2.52567482e+00 -6.56237650e+00 -9.44394779e+00
 -7.86248112e+00 -2.17450666e+00 -8.15757751e+00 -5.19099760e+00
 -4.40347433e+00 -5.73079920e+00 -3.75616693e+00 -6.54230547e+00
 -2.64742947e+00 -5.87687254e+00 -4.72661591e+00 -3.87190795e+00
 -5.29604769e+00 -2.97652006e+00 -5.70600414e+00 -2.72063923e+00
 -4.83599091e+00 -5.20161772e+00 -5.61694002e+00 -4.33043003e+00]",Andrew Santino
"[-2.1967537e+02  7.9546593e+01 -4.3513592e+01  1.3025208e+01
 -1.9577038e+01 -1.3861355e+01 -2.5873087e+01 -2.6396114e+01
 -1.2894314e+01  2.7569420e+00 -2.9893589e+01 -1.9272785e+00
 -1.2625471e+01  8.2125301e+00 -8.7762327e+00 -8.0812244e+00
 -4.4180789e+00 -8.5670328e+00 -2.1591659e+00  4.6418405e+00
 -2.1755159e+00  1.7002225e+00 -2.5875309e-01  2.3090618e+00
 -1.3141274e+00  4.5387526e+00  7.5485009e-01  3.5958886e+00
 -6.7915484e-02 -9.5434368e-01 -1.6546065e+00 -5.7189922e+00
 -1.0678005e+00 -4.4277382e+00 -2.3760440e+00 -3.0221560e+00
 -5.1826468e+00 -3.8503763e-01  3.2738736e-01 -1.5092706e-02]",Sofia Franklyn
"[-3.3186020e+02  5.7190819e+01 -7.5340948e+00  2.2421638e+01
 -3.2382538e+00 -1.0500196e+01 -2.2015970e+01 -4.8390551e+00
 -2.4800745e+01  1.3778723e+01 -2.6886353e+01  2.5478694e+00
 -9.3299761e+00 -7.9603833e-01 -7.7813048e+00 -3.8860884e+00
 -1.0476692e+01 -1.9514155e+00 -1.0115407e+01 -2.0976768e+00
 -1.5333229e+01 -1.6452644e+00 -8.6932325e+00 -6.3730626e+00
 -2.1757917e+00 -6.6829529e+00 -4.2720776e+00 -3.1425223e+00
 -9.9955755e-01 -2.1821275e+00  1.3283319e+00  5.9426904e-01
  2.4342328e-01  1.9577258e+00 -2.2186235e-01  2.5788023e+00
  2.3827724e-01  1.6551948e+00  7.7973777e-01  2.1891906e+00]",Andrew Santino
"[-3.0613718e+02  1.9028559e+01 -4.4953895e+00  2.3014668e+01
 -1.3740316e+01  7.9163585e+00 -1.8918633e+01 -5.5683267e-01
 -1.3556335e+01  8.3784475e+00 -7.4793625e+00  1.2030096e+00
 -1.0776925e+01 -2.9265375e+00 -1.3905782e+01  4.4398541e+00
 -1.1057495e+01 -2.5996292e+00 -8.0169506e+00  4.9036770e+00
 -8.8063497e-03  8.6524696e+00 -4.3460765e+00  8.2796545e+00
  2.5370393e+00  5.8597960e+00  3.0596278e+00 -9.3359023e-01
  2.7155197e-01 -1.1514004e+00  1.9300433e+00 -2.1862357e+00
  6.8006229e-01  1.3118148e-01 -2.8874691e+00  3.3116243e+00
  7.0361733e-01  7.1006328e-01 -1.9289342e+00 -8.6230272e-01]",Sarah Silverman
"[-2.9453510e+02  9.3028648e+01  1.3850464e-01  2.6698765e+01
 -1.6110953e+00  1.0920840e+01 -3.1940014e+01 -3.4161629e+01
 -1.5820112e+01 -8.2791986e+00 -2.2153677e+01 -1.1168163e+01
 -1.5854434e+01 -5.7492003e+00 -5.6189814e+00  9.3836904e-01
 -1.2887918e+01 -3.0360312e+00 -3.4427500e+00 -6.9809523e+00
 -1.1061965e+01 -6.8228352e-01 -5.1653872e+00 -8.4261599e+00
 -2.8046749e+00 -3.8665926e+00 -4.4081845e+00 -1.8584653e+00
  6.1121207e-01 -1.6557676e+00 -1.6092111e+00 -5.7982427e-01
 -2.9046373e+00 -2.6480505e+00 -3.1904123e+00 -2.1330855e+00
 -3.3608396e+00 -2.9810452e+00  2.6492053e-01 -1.6828482e+00]",Sarah Silverman
"[-3.74107330e+02  7.15001450e+01  1.37738838e+01  3.38342934e+01
 -1.25404882e+01  7.95210028e+00 -1.83626328e+01 -4.04196024e+00
 -1.45918941e+01 -1.05663223e+01 -1.26473341e+01 -6.56508112e+00
 -1.39353123e+01 -2.91823173e+00 -8.99388123e+00 -7.51358318e+00
 -1.17908945e+01 -4.30271053e+00 -1.22049952e+01 -6.95999956e+00
 -7.95588398e+00 -6.96553802e+00 -9.44920444e+00 -2.50505775e-01
 -6.83041239e+00 -4.95797062e+00 -4.50303221e+00 -5.69209337e+00
 -6.34142447e+00 -5.37807846e+00 -4.13891315e+00 -6.20342398e+00
 -5.17971087e+00 -2.76696873e+00 -3.97067571e+00 -3.25971770e+00
 -4.26306438e+00 -3.17747998e+00 -4.62268496e+00 -2.69656873e+00]",Sarah Silverman
"[-3.5976297e+02  9.6773552e+01 -2.2167118e+00  3.5824394e+01
  1.6248413e+01 -6.1420212e+00 -2.2749201e+01 -2.1759238e+00
 -9.6586494e+00  1.5622184e+00 -1.6825624e+01  2.7892966e+00
 -1.0088527e+01 -1.5907332e-01 -3.1146967e+00 -1.9742461e+00
 -1.0630331e+01  3.6639652e+00 -7.7276406e+00  3.2594538e+00
 -1.0296428e+01  2.2993178e+00 -5.6361294e+00 -4.3168297e+00
 -2.5218961e+00 -1.9813284e+00 -4.3862853e+00 -2.8864262e+00
 -8.4554756e-01 -2.6514702e+00 -2.8390789e+00 -1.2441072e+00
 -3.0099435e+00 -1.7934020e+00 -4.2040615e+00 -5.0961986e+00
 -1.2422926e+00 -6.4584804e+00 -3.0632691e+00 -4.8599858e+00]",Bill Burr
"[-263.23767     110.97991     -31.236418     31.002449     -7.3242183
  -24.963568    -17.839977    -22.765213    -26.967402     -2.3452775
  -22.334541     -0.50382173  -11.074026     -8.762068     -3.5214357
  -14.551828    -10.24019       2.5319703   -16.915033     -1.0154132
   -7.667719     -7.7709603    -6.6355247    -3.4351962    -9.796755
   -5.8422756    -7.9685836    -7.687335     -4.886234     -7.531891
   -0.8185272    -0.40188193    4.3487334     9.611928      6.4841657
    8.9469185     4.336713      1.2530705    -1.7575264    -1.8862629 ]",Sofia Franklyn
"[-329.75867     53.4423     -22.408176    13.6305685  -22.263735
   -6.4643097  -22.657158    -6.062778   -21.44524     -6.2660785
  -11.89209     -3.2221942  -17.752302    -5.899475   -18.25757
   -4.442782   -12.416028    -7.5856752  -11.391094    -7.7391253
   -6.684164   -11.5112915   -8.079485    -3.1982644   -5.47919
    0.7038934    5.395011     7.0436435    9.917721     8.077783
    3.6105223    0.8696672    3.2947137    8.409198     5.5390043
    8.389432     4.562694     3.8648124    3.7805705    1.2213793]",Sarah Silverman
"[-3.6186063e+02  8.6654991e+01 -3.9484634e+01  3.4215565e+01
 -5.6719599e+00 -2.5937996e+01 -1.1005580e+01 -1.5260913e+01
 -8.4509010e+00 -1.7440344e+01 -1.4293818e+01 -1.2882979e+01
 -1.5102242e+01 -8.7862244e+00 -5.9051371e+00 -5.8245893e+00
 -1.0791318e+01 -1.7944903e+00 -4.6155944e+00 -8.7940426e+00
  2.6896510e-01 -8.5408163e+00 -5.6588945e+00 -2.9345734e+00
 -7.9723220e+00 -1.6019857e+00 -7.4744167e+00 -6.1508198e+00
 -1.5262139e+00 -6.1055837e+00 -3.7823257e+00 -3.7261457e+00
 -1.8389579e+00 -1.1741188e-01 -1.3000908e+00 -5.2257240e-01
 -1.0480247e+00 -3.7758571e-01 -7.7701932e-01  4.1461444e+00]",Sarah Silverman
"[-2.8124304e+02  4.5271431e+01 -2.7827820e+01  2.2850019e+01
 -1.9933371e+01 -1.3815651e+01 -2.2465689e+01 -6.8514671e+00
 -2.1929640e+01  4.1109266e+00 -2.3297169e+01 -3.8839839e+00
 -1.2067577e+01  1.9024147e+00 -1.2145693e+01 -5.6752024e+00
 -1.0442386e+01 -4.6245189e+00 -8.6453199e+00 -1.7625798e-02
 -4.9662499e+00 -4.5589776e+00 -3.0225403e+00  4.5844140e+00
 -6.3793170e-01  6.6563206e+00  2.7636342e+00  3.1562517e+00
  4.7702427e+00  2.1140065e+00  4.8607998e+00  1.9826476e-01
  7.6977080e-01 -1.4261166e+00 -2.7701828e+00 -1.3742868e+00
 -2.6967688e+00 -1.4876260e+00 -3.4811215e+00 -1.4001819e+00]",Sofia Franklyn
"[-3.0031226e+02  3.7546844e+01 -3.4849422e+00  3.0722734e+01
 -5.9492669e+00 -4.6529527e+00 -3.3783360e+01 -5.3268609e+00
 -2.4511972e+01  8.9323311e+00 -2.7435116e+01 -2.9623051e+00
 -1.1686317e+01 -7.8059590e-01 -1.3257804e+01 -4.9153123e+00
 -8.7240171e+00 -2.2914027e-01 -1.2894440e+01  4.8250861e+00
 -1.0056083e+01 -2.3357244e+00 -3.2727199e+00 -5.2261515e+00
 -2.1694171e+00 -5.1313653e+00 -2.5789933e+00 -3.2927783e+00
 -7.6819974e-01  4.6829362e+00  2.9728830e-01  4.4899292e+00
 -6.6784596e-01  6.6231899e+00  4.2155480e+00  3.2592173e+00
  4.5672426e+00  1.7176143e+00  8.5868609e-01 -2.7387641e-02]",Andrew Santino
"[-282.16257      79.04717     -11.900908     21.423943    -10.6141815
    1.1462784    -3.982227     -5.9741416    -6.0331383     9.789507
  -15.203032      9.334436     -7.3480415     1.3044363     2.4638655
   -1.9144998    -3.57424       2.1657262    -5.976264      2.8215075
   -8.269031      2.1104572    -5.6760354    -3.072582     -0.7575461
   -5.3828964    -5.621        -3.409477      0.53170705    4.8711014
    8.388573     12.084175     10.14762       9.871054      7.0248156
    1.9497333     5.448484      3.3045902     3.343022      0.95033664]",Bill Burr
"[-3.04036591e+02  6.52714691e+01 -4.43258667e+01  3.21309166e+01
 -2.11465302e+01 -2.36234856e+01 -2.70756645e+01 -2.65554829e+01
 -1.75074348e+01 -5.92197752e+00 -2.51117229e+01  8.49281371e-01
 -1.31268854e+01  9.90695775e-01 -1.23617725e+01 -1.01352091e+01
 -1.43854122e+01 -1.49265778e+00 -1.04156885e+01 -6.93175220e+00
 -3.99846816e+00  2.31313974e-01 -7.79761600e+00 -1.58649409e+00
 -2.91313457e+00 -1.00813520e+00 -2.39298487e+00  2.87315941e+00
 -1.29210949e+00  4.11069298e+00  2.51952267e+00  1.40254223e+00
  3.21468639e+00  2.55933189e+00  1.02931154e+00  4.18077993e+00
 -1.16011691e+00  3.28891230e+00  3.00021625e+00  2.62475824e+00]",Sarah Silverman
"[-3.20950745e+02  7.79717407e+01 -5.74554634e+00  1.46093082e+01
 -1.57487755e+01 -7.73126459e+00 -2.42913456e+01 -1.49438419e+01
 -1.66839218e+01 -1.78360977e+01 -1.00406771e+01 -5.37740564e+00
 -1.82290764e+01 -1.55654979e+00 -1.24927664e+01 -5.38448381e+00
 -1.44954033e+01 -5.22041321e+00 -8.28334141e+00 -9.58647442e+00
 -9.08306658e-01 -4.61176395e+00 -6.08128881e+00  4.27046537e+00
 -4.82554102e+00  8.76246750e-01 -1.30300415e+00  2.07246467e-01
 -2.33887032e-01 -1.34917486e+00 -5.93090677e+00 -1.23736572e+00
 -2.43099642e+00  4.29791570e-01 -1.38073981e+00 -2.06604838e+00
 -6.94337606e-01  2.48551941e+00  1.21721888e+00  1.64453375e+00]",Sarah Silverman
"[-3.08032928e+02  9.29630051e+01 -7.36633587e+00  1.72042255e+01
 -3.99578547e+00 -1.33884344e+01 -1.99368553e+01 -1.91021080e+01
 -2.17310467e+01 -3.38213623e-01 -1.53058195e+01 -1.19673705e+00
 -9.01138020e+00  2.24441218e+00 -6.61677408e+00 -6.29318237e+00
 -1.21257010e+01 -1.51377988e+00 -9.84765244e+00 -4.80782509e+00
 -7.26236773e+00 -6.69813347e+00 -9.81099415e+00 -6.13851404e+00
 -9.60804272e+00 -5.46263981e+00 -8.89970016e+00 -6.47949171e+00
 -7.39427423e+00 -8.80117893e+00 -1.63682461e+00  5.69740683e-02
  8.09317875e+00  1.12150602e+01  1.18224802e+01  9.13023663e+00
  2.34235430e+00 -8.46677899e-01 -5.45249999e-01  5.65545499e-01]",Sofia Franklyn
"[-2.5026703e+02  8.3475197e+01 -1.8929806e+01  3.0846302e+01
 -1.1138611e+01 -8.1663990e+00 -1.3588447e+01 -1.5235261e+00
 -1.6235416e+01  4.6549687e+00 -2.1076624e+01  7.8467431e+00
 -1.3588592e+01 -2.9939437e+00 -3.6684051e+00 -2.5977364e-01
 -1.3137402e+01  3.7972934e+00 -5.2391629e+00 -5.5388594e+00
 -6.6352625e+00 -4.1200733e-01 -8.1220093e+00 -4.4951410e+00
 -6.5275569e+00 -5.4199510e+00 -4.1210847e+00 -4.6703968e+00
  1.3542637e+00  8.3447672e-02 -3.1539900e+00  2.8305209e-01
 -2.1518998e+00 -6.8635041e-01  1.5322559e+00  5.9308443e-02
  3.3291228e+00  5.2394037e+00  5.6729388e+00  9.1291323e+00]",Bill Burr
"[-257.89194    109.96261    -11.969419    35.48634      6.5872893
   -2.0424342  -21.923927     2.5746057  -14.258506    -2.359808
  -13.570042     3.1605225    0.2657545   -3.0454419  -10.544271
    6.2177014   -7.86313     -0.6346983   -2.0761878   -4.866657
   -3.4333253   -1.3802794   -6.881796    -2.025731    -7.289761
   -3.913776    -2.64218     -5.0100822   -4.1331277   -4.190199
   -2.3310945   -5.146953    -0.9034401   -4.568207    -2.7411726
   -2.7556894   -2.9803686   -2.152327    -3.709738    -3.3234167]",Sarah Silverman
