feature,class
"[-3.0900446e+02  7.7819550e+01 -2.1440331e+01  3.7703186e+01
 -5.6306801e+00 -2.5488818e+00 -1.0088524e+01  1.2834042e+00
 -2.7484155e+00  1.0747724e+00 -9.7968655e+00  1.0366045e+01
 -9.8570299e+00  5.2756600e+00 -2.2633388e+00 -6.2422030e-02
 -3.9368432e+00  5.2834806e+00 -5.3325229e+00 -1.5712769e-01
 -8.1012945e+00  2.0077443e+00 -3.9107931e+00 -1.1530676e+00
 -1.3807881e-02  8.0772614e-01 -1.6837645e+00 -6.0777813e-01
  2.4771309e+00  9.6208930e-01  5.8405221e-01  8.2719958e-01
  1.4076707e+00  3.6831851e+00  2.0770607e+00  1.4004380e+00
  2.6463664e+00  2.8752410e+00  4.3403082e+00  3.4488075e+00]",Bill Burr
"[-2.7596555e+02  9.7773796e+01 -6.7317729e+00  3.0342779e+01
 -1.7829350e+01 -7.8854847e+00 -2.0730593e+01 -9.3831415e+00
 -1.3164094e+01 -8.6790190e+00 -1.3278764e+01 -3.3856788e+00
 -1.0556978e+01 -3.4705048e+00 -1.5102853e+01 -3.3646395e+00
 -1.5243827e+01 -9.1172247e+00 -1.1210314e+01 -6.5521493e+00
 -8.1478424e+00 -9.6581450e+00 -7.3872275e+00 -3.0860956e+00
 -6.7386727e+00 -1.2667133e+00 -6.6784401e+00 -2.5050135e+00
 -3.5781448e+00 -4.1221075e+00 -3.3305838e+00 -2.3600633e+00
  1.2481125e-01  3.9643806e-01 -1.3228251e+00 -8.7716037e-01
 -1.8256847e+00 -4.7493801e-01 -1.0424657e+00 -7.4973983e-01]",Sarah Silverman
"[-2.7849994e+02  6.7646324e+01 -4.4339119e+01 -5.7461655e-01
 -1.6358252e+01 -1.9853212e+01 -1.6729162e+01 -1.0946334e+01
 -2.7407433e+01  4.1306238e+00 -1.6576836e+01 -3.5855508e+00
 -8.5887403e+00  3.1370256e+00 -5.7375727e+00 -9.4978923e-01
 -5.0510802e+00  2.8876612e+00 -2.0737896e+00  3.6745670e-01
 -2.7102532e+00  2.7718658e+00 -4.3306632e+00  1.3291241e+00
 -1.5804880e+00 -1.3428469e+00  2.3310859e+00 -2.7758649e-02
  1.8826801e+00  2.1084151e+00  5.6521106e-01 -1.4910407e+00
 -7.5389534e-01 -1.8656050e+00 -3.6315769e-01 -1.3856767e+00
 -7.5060999e-01 -7.4396509e-01 -3.8597353e+00 -7.7963792e-02]",Sofia Franklyn
"[-2.7416733e+02  9.2827202e+01 -2.5329277e+01  2.7392565e+01
 -1.4633747e+01 -1.8109377e+01 -2.1508261e+01 -2.2221363e+01
 -1.6745708e+01 -1.1721742e+00 -2.9330460e+01 -7.6471930e+00
 -1.5655521e+01  9.7423661e-01 -1.0281195e+01 -1.2322377e+01
 -9.7184362e+00 -1.3736744e+00 -3.8102887e+00 -2.5066836e+00
 -3.5249693e+00 -4.3397660e+00 -5.7069035e+00 -6.6186190e-02
 -7.8049879e+00 -4.5897975e+00 -8.4337606e+00 -6.2447939e+00
 -4.2397647e+00 -3.2737176e+00  1.5344450e-01 -5.8376741e-01
  6.5179663e+00  3.6423771e+00  6.1823559e+00  3.0414474e+00
  7.0982963e-01  2.5266340e+00 -1.9428630e+00 -7.2365576e-01]",Sofia Franklyn
"[-4.0361679e+02  4.4149483e+01 -1.2726884e+01  7.8451624e+00
 -1.1065917e+01  8.7197065e-01 -1.6937508e+01 -1.3634774e+01
 -1.0730916e+01 -8.6064281e+00 -1.0651581e+01 -7.2069621e+00
 -1.0868058e+01 -7.5814915e+00 -1.1088263e+01 -1.7028054e+00
 -1.1321700e+01 -6.9289451e+00 -6.4805746e+00 -2.9114876e+00
 -7.2984371e+00 -4.2055917e+00 -6.9701838e+00  4.6213314e-02
 -2.4088960e+00  6.2085781e+00  9.3054533e+00  8.2628107e+00
  1.0622788e+01  1.7174830e+00  2.0136504e+00  1.7795876e+00
  3.2148395e+00  5.3041215e+00  1.4892935e+00 -1.3045518e+00
 -2.1163144e+00 -2.0288245e-01  2.1358724e+00  1.1732591e+00]",Sarah Silverman
"[-368.18762     78.873184   -18.887342     9.086181    -4.600061
   -3.1050751  -20.776173   -15.006533   -11.037371   -17.000698
   -9.18956    -14.233994   -12.0600195   -9.831436    -9.626012
   -7.5183425   -0.9605915   -0.8960062   -4.1140623   -4.765943
   -6.306663    -7.671966    -8.105176    -1.9411011   -5.482943
   -8.433988    -5.753032    -4.5084777   -3.384745    -5.3483963
   -2.7141185   -2.0975604   -2.7692823   -1.1826832   -1.4751779
   -0.9789032    3.675295     4.658756     2.9429655    6.985283 ]",Sarah Silverman
"[-5.5518304e+02  7.5111786e+01  9.3544388e+00  2.6925793e+01
  8.9300251e+00  9.1193953e+00 -1.9440974e+00  4.9660072e+00
  1.0369547e-01  3.3874345e+00 -1.9865109e+00  6.3237662e+00
 -1.7602190e+00  5.2582011e+00  1.8439459e+00  7.4772567e-01
 -3.6685109e-01  3.5320494e+00 -1.3237848e+00  2.8238997e+00
 -4.5290065e+00  3.3034678e+00 -2.0855560e+00 -9.6249616e-01
 -1.2372373e-01  1.1389849e-01 -8.9351356e-01 -9.3162340e-01
  1.5718663e+00  9.1502452e-01 -9.8624921e-01  1.6118610e+00
 -9.7650695e-01  5.0251567e-01 -9.9348612e-02 -7.7216810e-01
  6.2332255e-01 -7.7721924e-02  1.3542323e+00 -1.0218377e-01]",Bill Burr
"[-4.7928549e+02  8.8417435e+01  1.6188292e+01  2.1630320e+01
  9.4219923e+00  1.1639240e+01 -6.1966121e-01  5.0076699e+00
 -5.5698318e+00 -3.2436330e+00  2.0060329e+00  6.7346544e+00
 -8.1880732e+00  3.1854231e+00 -9.2251644e+00  2.2156892e+00
 -5.2601075e+00  7.0913322e-02 -1.1751441e+00 -2.9351695e+00
 -3.6501625e+00  2.3794415e+00 -3.0516770e+00 -3.0643222e+00
 -4.3772826e+00 -2.3072288e+00 -3.0536499e+00 -3.0808289e+00
  3.1966597e-01 -2.6943088e-01 -4.5102720e+00  3.2576728e+00
 -2.4435463e+00 -2.0210974e+00  4.8927474e-01 -4.3503246e+00
 -2.0312421e-01 -1.4783483e+00 -9.1879487e-01 -9.5846266e-01]",Bill Burr
"[-2.1031720e+02  7.6940178e+01 -4.5201969e+01  9.8392859e+00
 -1.6797068e+01 -2.5262989e+01 -2.7821318e+01 -1.4399687e+01
 -3.3713100e+01  5.0643153e+00 -1.9417664e+01  1.1198619e-01
 -1.2561021e+01 -1.9734113e-02 -5.8463311e+00 -6.4827957e+00
 -9.6658230e+00  3.2469027e+00 -9.8176775e+00 -2.0419577e-01
 -2.5780895e+00 -1.5520959e-01  3.9347038e-02  8.9359255e+00
 -8.7764782e-01  1.0862994e+01  5.9173851e+00  7.3770442e+00
  3.6925769e+00 -2.0387156e+00 -1.0437320e-01 -3.8444252e+00
 -1.2538297e-01 -1.9296000e+00 -2.9541404e+00 -3.7529857e+00
 -3.6682930e+00 -3.0481479e+00 -3.4893863e+00 -3.2892833e-03]",Sofia Franklyn
"[-143.89285    116.116714    -6.772702    35.036095     8.240036
   21.06547      4.655387    17.404484    -7.0544505   18.632895
   -7.72423     15.3982      -5.569755    10.313519   -10.655547
    3.668862   -10.535897     3.0139625   -8.813973     6.8544006
   -4.0267572   -0.2824046   -9.564278    -1.6466123   -5.0941896
    4.0156746   -3.0419614    1.1817272   -3.303903    -0.4349049
   -1.2915046   -2.2703931   -4.7873893   -2.4161053   -3.765869
   -2.6445575   -3.4232595   -0.5445353    2.7637713    1.4605232]",Sarah Silverman
"[-4.2551544e+02  5.4250858e+01 -4.5070820e+00  3.9552456e+01
 -1.5291741e+00 -9.4389238e+00 -2.0597837e+01 -5.2715749e-01
 -1.4963990e+01  7.6498551e+00 -2.2117374e+01  5.0931649e+00
 -1.0207355e+01 -4.5468311e+00 -6.2269902e+00 -6.8440166e+00
 -1.0754609e+01 -1.1666305e+00 -9.0251207e+00 -1.3923368e+00
 -1.1413695e+01 -6.8937057e-01 -5.4976463e+00 -6.6950417e+00
 -2.4369032e+00 -4.4963050e+00 -3.7568991e+00 -6.9738164e+00
 -1.8995064e+00 -7.2564621e+00 -4.4224219e+00 -6.4798083e+00
 -3.6711285e+00 -5.7879090e+00 -4.3978691e+00 -3.9126306e+00
 -4.1661263e+00 -4.3857579e+00 -7.0999932e-01 -2.5249583e-01]",Andrew Santino
"[-192.89442      69.50018     -24.968132     28.064352     -7.4854517
   -8.996215    -16.76285      -4.0753965   -23.902575     11.803164
  -23.483265      9.887925    -15.531085     -1.7385699    -3.6987371
   -2.2037587   -12.1364        7.062428    -13.58254       2.094726
  -11.46948       1.5886661   -11.583879     -2.6004205    -5.7566013
   -4.37935      -3.1425717     5.104997      5.6045365     7.2955747
    7.38904       7.83783       7.809847      9.301523      6.0769086
    2.6645079    -0.84543693   -0.55605036    3.8632827     5.1106067 ]",Bill Burr
"[-297.30978    138.55559    -13.796429    29.008993     6.394484
   -1.923198   -13.461126    -1.3692333  -11.592756     9.648875
  -15.012281    14.471559   -10.85598      0.6897134    1.4075685
   -2.2081513   -9.677014     0.3911764   -9.314405     2.149427
  -14.45599      3.647513    -7.0522456   -2.9737916   -6.4308386
   -2.7494667   -4.693412    -5.6184697   -1.0566272   -3.7233253
   -2.390297    -2.3720195   -2.617798    -0.4950143   -4.7597
   -2.2523625   -2.4161441   -5.673499    -1.4128928   -3.8420188]",Bill Burr
"[-3.9593546e+02  7.4773674e+01 -3.6767275e+00  2.8225462e+01
 -3.2838473e+00  9.7630463e+00 -2.2520733e+01 -1.7070229e+00
 -5.9945661e-01  1.3393749e+00 -9.4305592e+00  8.0936995e+00
 -5.8019104e+00  5.7800312e+00 -1.8785174e-01  1.3863276e+00
 -2.7295780e+00  5.9797850e+00 -2.5393951e+00  7.8871185e-03
 -4.3341150e+00  3.0220764e+00 -5.5488129e+00  9.8212516e-01
 -2.5006447e+00 -4.3821838e-01 -4.4776818e-01 -1.6674459e+00
  1.1691868e+00 -3.0288422e-01  8.9040291e-01 -6.5185994e-01
 -4.7645313e-01  2.7034485e+00  6.7481863e-01 -1.6026301e+00
  1.5528557e+00 -1.2660779e+00 -1.1349924e+00 -1.5973629e+00]",Bill Burr
"[-212.66473      81.86835     -43.0833        8.473247    -21.304182
  -23.751451    -25.206106    -23.863451    -14.82887      10.262788
  -30.907902     -3.921577    -14.793884      3.8822486   -11.28062
   -5.4505873    -7.8293924    -8.682584     -8.968514      1.8500726
   -5.1240253    -1.639901      1.1290983     3.6273115    -1.1287584
    4.846314      0.92088133    6.5108404     3.8018894     3.9746616
    0.75423807   -2.4241016     0.7375036    -2.058066     -2.608525
   -2.5894709    -4.979366      0.42018762   -3.1231496    -3.7957287 ]",Sofia Franklyn
"[-2.9480835e+02  8.2338837e+01 -3.7009186e+01  6.4325757e+00
 -2.8151068e+01 -1.1347432e+01 -1.7473652e+01 -1.6905790e+01
 -9.9593353e+00 -2.0008366e+00 -1.6002176e+01 -4.1984859e+00
 -1.1823716e+01  3.6143725e+00 -5.7460756e+00 -6.8225279e+00
 -5.8602076e+00 -6.1798892e+00 -4.3475900e+00 -3.4599285e+00
 -3.1036685e+00 -1.8882189e+00  1.4496849e+00  3.5187693e+00
  1.1492172e+00  3.5581656e+00 -9.8866768e-02  2.5067441e+00
  2.0298927e-01 -7.9201758e-01 -1.0659368e+00 -5.5583067e+00
 -4.3615025e-01 -1.9261070e+00 -3.0223033e+00 -2.8449397e+00
 -3.4705923e+00 -1.1329228e+00 -2.5568714e+00 -2.9069645e+00]",Sofia Franklyn
"[-5.2905530e+02  9.5894997e+01  7.4880567e+00  2.1478245e+01
 -1.1157535e+00  6.6771121e+00  6.0764165e+00  6.3669109e+00
 -4.9104700e+00  1.2195013e+01  3.4276011e+00  9.4295111e+00
 -4.1422591e+00  2.1458256e+00  2.8532264e+00 -2.3906984e+00
 -9.1910374e-01  1.5075927e+00 -2.0287836e+00  2.9856700e-01
 -2.5582061e+00  4.4522614e+00 -5.1905012e+00  7.1848609e-02
 -7.1591771e-01 -1.2261245e+00  7.6058835e-01  9.2875671e-01
  1.4115262e-03  1.3710768e+00 -1.3315773e+00  1.9425148e+00
 -1.4160295e+00  2.9835701e-01 -9.4317037e-01  1.2955296e+00
 -1.5010879e+00 -7.3005182e-01  2.2142904e+00 -1.0071468e+00]",Bill Burr
"[-3.1817529e+02  7.5571884e+01 -2.2915279e+01  2.4924629e+01
 -9.8851118e+00 -1.6415356e+01 -1.6640430e+01 -1.6848763e+01
 -2.2363796e+01 -8.6601454e-01 -1.3441299e+01 -2.6133020e+00
 -9.7902985e+00 -4.8271820e-01 -8.0048542e+00 -6.6060262e+00
 -1.0056181e+01 -2.0987020e-01 -1.1664579e+01 -4.1259112e+00
 -4.8913865e+00 -8.6198368e+00 -5.2925324e+00 -3.1258631e+00
 -9.9447460e+00 -3.3979170e+00 -5.7228808e+00 -3.5343144e+00
  1.4955201e+00  2.5265629e+00  8.6763458e+00  5.5547633e+00
  6.5762229e+00  2.5697224e+00 -1.9840310e+00  9.1931760e-01
  5.8345145e-01  3.7203834e+00  1.7741075e+00 -4.3336726e-03]",Sofia Franklyn
"[-327.2519       60.664932     -7.0313034    23.39195     -10.994247
   -4.456081    -21.80961      -6.146146    -21.969955     13.390619
  -22.898762     13.302307    -13.958752     -7.3451853    -0.5805756
  -10.288538    -13.909992      1.3138803   -10.890175     -3.403012
  -10.143952     -0.53730357   -5.942259     -7.1412063    -1.5723263
   -5.3320284    -4.765405     -5.3436475    -1.6798782    -7.4568987
   -1.1243949    -3.956832     -0.9693023    -6.112197      0.3517037
   -3.1172192    -3.2968576    -2.2500484    -4.299562     -1.7122542 ]",Andrew Santino
"[-3.48224884e+02  5.71329880e+01 -2.03110600e+01  2.82655182e+01
 -1.33701458e+01 -2.07863808e+01 -2.73454514e+01 -7.55532920e-01
 -1.77669621e+01 -9.82885838e+00 -8.34786892e+00  6.52611911e-01
 -1.49961700e+01  1.34686768e-01 -5.18280554e+00 -8.26163864e+00
 -2.03681022e-01 -1.08081445e-01 -7.02267313e+00  6.98438764e-01
 -8.66751194e+00 -3.47823548e+00 -8.10765648e+00 -1.60958242e+00
 -7.88724804e+00 -1.25923204e+00 -4.38017797e+00  2.50772738e+00
  5.09613800e+00  2.53148317e+00  6.50231218e+00  9.17183757e-02
  2.34612870e+00 -1.23951286e-01 -1.82033956e-01  3.68098092e+00
 -5.97183764e-01 -8.04973245e-01 -3.44043756e+00 -1.18327820e+00]",Sofia Franklyn
"[-3.0397049e+02  8.7354416e+01 -1.3703546e+01  4.2984329e+01
  6.8209714e-01 -3.8271449e+00 -1.2371383e+01 -4.0556154e+00
 -1.5541536e+01  8.9285879e+00 -1.8149527e+01  1.2827987e+01
 -1.0440327e+01  3.2630124e+00 -3.1990733e+00 -2.6651685e+00
 -9.0617170e+00  2.6119585e+00 -1.0122886e+01 -1.4355328e+00
 -8.5139780e+00 -6.5914437e-02 -9.3365288e+00 -3.0455236e+00
 -5.7515488e+00 -6.9149718e+00 -5.3195930e+00 -7.5357447e+00
 -5.0327735e+00 -4.7354693e+00 -5.2907562e+00 -5.2624049e+00
 -4.7454171e+00 -5.2590337e+00 -4.1874485e+00 -4.2583952e+00
 -4.6695523e+00 -4.0083828e+00 -1.7761908e+00 -2.4216211e+00]",Andrew Santino
"[-3.7084299e+02  8.3513390e+01 -4.6885371e+00  1.9980511e+01
 -3.1037283e+00 -1.8293947e+00 -8.0324554e+00 -1.1152485e+01
 -1.4969485e+01 -8.0121450e+00 -6.2181516e+00 -1.0596679e+01
 -9.6889257e+00 -8.4735689e+00 -1.1235351e+01 -1.4334273e+00
 -1.6667688e+01 -3.9151073e+00 -6.7127786e+00 -6.3851919e+00
 -4.0353007e+00 -6.6132784e+00 -4.5378451e+00 -8.0635381e-01
 -3.5283654e+00  1.0878243e+00  4.5440373e-01 -1.0748615e+00
  5.7683390e-01 -3.9009666e-01 -1.7579210e+00 -2.9402012e-01
  1.9178743e+00  4.7571611e-02 -1.7640216e+00 -3.5293577e+00
 -5.5477571e+00 -8.2479823e-01 -2.0377228e+00 -1.7451088e+00]",Sarah Silverman
"[-3.7288791e+02  4.6921654e+01  9.9827921e-01  4.8251734e+00
 -2.1316994e+01 -1.4556388e+00 -1.0744022e+01 -7.1149817e+00
 -1.4385130e+01 -9.1200638e+00 -1.1410412e+01 -4.7078295e+00
 -7.1919494e+00 -2.5211151e+00 -1.1890628e+01 -2.4676404e+00
 -1.1654807e+01 -5.6380601e+00 -7.1792445e+00 -3.7818472e+00
 -5.4307671e+00 -3.5459712e+00 -4.9453478e+00  1.7718571e+00
 -2.1305671e+00  6.1894554e-01 -1.7828200e+00 -1.1112664e+00
 -1.4753507e-02 -3.0968180e-01  8.5143125e-01  1.5357846e+00
  1.6145397e+00  2.7789419e+00  1.3594687e+00  2.5752537e+00
  1.2893882e+00  1.8237587e+00  2.7762301e+00  1.6445147e+00]",Sarah Silverman
"[-2.75280273e+02  6.55565033e+01 -1.69561501e+01  3.80963211e+01
 -9.42154026e+00 -1.57644806e+01 -2.07281265e+01 -1.61870289e+01
 -3.04038811e+01  5.78840065e+00 -1.85792999e+01  2.36394674e-01
 -1.01646595e+01  7.10794687e+00 -1.36857033e+01 -8.84770870e+00
 -8.73025036e+00 -4.74888325e+00 -1.40701380e+01 -1.00445664e+00
 -9.57979774e+00 -7.03712368e+00 -6.98241186e+00 -6.63772297e+00
 -1.04337444e+01 -2.85226059e+00 -6.54297352e+00 -2.84487009e+00
  1.87704277e+00  2.43511751e-01  8.04731560e+00  9.23636246e+00
  1.24318075e+01  8.43006229e+00  2.68085289e+00  2.22613668e+00
 -5.57345986e-01 -2.92973787e-01 -2.60174370e+00 -3.21795154e+00]",Sofia Franklyn
"[-281.60413      96.190865    -23.174833     17.115793     -8.578386
  -23.214666    -24.561451    -17.433077    -21.033379     -4.006464
  -20.545647     -0.8750057   -14.941683     -3.4613826    -6.821927
  -10.569666     -9.218383     -0.5348926   -11.76884      -1.0025613
   -5.8148513    -5.338301     -3.6081066    -0.5870036    -8.605077
   -3.1948938    -8.718551     -4.426944     -6.258463     -6.4183187
   -3.1950598    -2.6912863     1.4309983     3.6017466     4.0778913
    5.0891867     3.6149085     2.5975783    -0.81572866   -0.46601602]",Sofia Franklyn
"[-3.4566782e+02  5.5150494e+01 -1.0695827e+01  3.6533306e+01
 -2.7630177e+00 -2.5358174e+00 -1.0701972e+01 -2.2964191e+00
 -5.5815125e+00  7.3993449e+00 -7.8883023e+00  2.5044880e+00
 -5.3526592e+00  7.7227168e+00 -9.9964887e-01  1.4107429e+00
 -4.5016360e+00  1.0812278e+00 -4.3111143e+00 -1.4896766e+00
 -4.3284674e+00  2.1993473e+00 -4.7305360e+00 -1.3834504e+00
 -1.2620319e-01 -8.6669898e-01 -2.7596412e+00 -1.5502840e+00
 -1.6085456e-01 -3.9733878e-01 -1.7922783e+00 -8.3560932e-01
 -4.3272285e+00 -6.2650317e-01 -2.1298947e+00 -7.9190433e-01
  1.3498502e+00  3.9222986e-01  1.7382313e+00  2.7606553e-01]",Bill Burr
"[-306.5671      128.6216       26.40219      18.459536     -9.349394
   -4.4697976   -40.483105    -11.33918      -0.41341618  -13.817926
  -18.10808     -12.012196    -17.036234    -10.622237    -11.48775
  -16.657215    -16.570072     -2.2079105   -10.736997    -11.314174
   -7.6738534   -15.544645     -8.159238    -12.124239     -9.0380945
   -6.166326    -11.133878     -5.7691193    -2.8490503    -7.0713787
   -6.853411     -7.6242533    -7.554967     -5.4834027    -5.8826847
   -6.055232     -5.63778      -1.0206597    -1.6703869     3.94102   ]",Sarah Silverman
"[-2.5830368e+02  8.9341606e+01 -4.0035686e+01  2.9842949e+01
 -2.7172942e+00 -9.5224590e+00 -2.6611895e+01  2.7486026e+00
 -1.5785021e+01  5.0406423e+00 -1.5456140e+01  5.5556211e+00
 -9.4364052e+00  2.4881880e+00 -2.5839548e+00 -3.1858826e-01
 -3.5464678e+00  2.9783885e+00 -1.7782134e+00 -5.4140669e-01
 -6.9489198e+00 -3.6346608e-01 -1.0986948e+00  2.3687129e+00
  3.8507416e+00  7.3983641e+00  3.4926186e+00  8.5876884e+00
  5.5017505e+00  4.0214310e+00  4.5249305e+00  7.4860287e-01
  1.8774371e+00  1.1431329e-01 -5.6975710e-01  2.0001171e+00
  2.4124362e-01 -1.3746996e-01  9.9573195e-01  7.6343656e-01]",Bill Burr
"[-2.9021219e+02  7.4032646e+01 -3.2287295e+00  4.0607330e+01
 -1.7643068e+00  5.0617251e+00 -1.2515301e+01  4.9686441e+00
 -8.0132475e+00  3.3458273e+00 -8.3036880e+00  6.6176095e+00
 -5.6125855e+00  3.8383934e+00 -2.2535970e+00  7.6668173e-02
 -7.7779789e+00  3.9484863e+00 -5.1004996e+00  3.4575936e-01
 -5.1137500e+00  1.4968001e+00 -4.2057395e+00 -9.6138284e-02
 -1.0340134e+00 -4.7494173e-02 -2.7876849e+00 -2.9534686e-02
 -1.7809783e+00 -4.1204834e-01 -3.1567008e+00 -2.6892517e+00
 -2.0053308e+00 -1.7736739e+00 -1.0344849e+00 -9.9130380e-01
  2.7893385e-01  1.3122724e+00  5.5970016e+00  6.0867534e+00]",Bill Burr
"[-2.8991428e+02  1.0538123e+02 -4.5945591e+01  6.3453894e+00
 -4.5098004e+00 -1.1337938e+01 -2.7465008e+01 -2.3769762e+01
 -1.3756126e+01 -1.5821001e+01 -1.3632821e+01 -8.7721634e+00
 -1.6256487e+01 -3.5223484e+00 -1.1983342e+01 -1.2086926e+00
 -8.8508492e+00 -3.7739441e+00 -6.7043357e+00 -5.9400287e+00
  7.2507399e-01 -2.5407670e+00 -4.9536695e+00  2.0833206e+00
  1.5268481e+00  4.5843682e+00  2.5053349e+00 -4.3958694e-01
  1.9567698e+00  1.4876635e-01  4.9228225e+00  1.6486305e+00
 -6.8645978e-01 -1.5662214e+00 -5.8327794e+00 -6.6002911e-01
  7.6946723e-01 -1.4397978e+00 -1.6628448e+00 -2.1029279e+00]",Sarah Silverman
"[-2.6153568e+02  8.3397926e+01 -2.1880581e+01  1.9747709e+01
 -1.9341480e+01 -1.4630172e+01 -2.2171915e+01 -1.7176517e+01
 -1.5290760e+01  8.0312672e+00 -2.5274956e+01 -5.1468019e+00
 -8.1692553e+00  5.0108786e+00 -8.4304657e+00 -8.8049669e+00
 -1.2207758e+01 -5.5038562e+00 -8.6773796e+00 -3.1450312e+00
 -7.0255394e+00 -9.2454548e+00 -7.5341358e+00  2.6761553e+00
 -6.1065722e+00  1.7433155e+00 -4.8876677e+00 -6.3258487e-01
  1.0203861e+00  4.4907740e-01  4.6862760e+00  4.3208718e+00
  6.6665039e+00  3.1010623e+00  2.7827845e+00  9.6108235e-02
 -2.3335559e+00 -1.3683318e+00 -2.2382705e+00 -9.4252127e-01]",Sofia Franklyn
"[-3.4343060e+02  9.2943481e+01 -9.7234993e+00  2.9606146e+01
  2.1519036e+00 -3.6152880e+00 -9.2010756e+00  4.5004530e+00
 -1.4884908e+01  8.5182858e+00 -1.3755247e+01  1.4706278e+01
 -6.0669403e+00 -5.6537253e-01  3.5145479e-01  1.4623380e+00
 -8.1175680e+00  3.2831361e+00 -2.7848165e+00 -4.2650846e-01
 -7.4899993e+00  4.8112693e+00 -6.9223323e+00 -1.9502137e+00
  2.3506421e-01 -3.1611371e+00 -1.6347826e+00 -9.9939603e-01
  1.7081919e-01 -9.5767546e-01 -1.4583652e+00  8.0843633e-01
 -6.1326438e-01  2.3288765e+00 -2.1067176e+00  3.1771109e-01
 -4.7301131e-01 -1.9712285e+00  8.7586991e-02 -1.1415710e+00]",Bill Burr
"[-3.55070221e+02  8.34857330e+01 -2.66255212e+00  7.76919270e+00
 -1.23984079e+01 -3.11504817e+00 -1.56983385e+01 -1.15688725e+01
 -9.84883118e+00 -7.20398998e+00 -1.52504654e+01 -8.09007549e+00
 -1.30617933e+01 -7.92744350e+00 -1.57982779e+01 -1.29165630e+01
 -1.50597143e+01 -7.28350878e+00 -6.08581734e+00 -7.03708172e+00
 -5.49962616e+00 -5.93115854e+00 -4.47296810e+00 -1.47059417e+00
 -3.35952258e+00  1.03932905e+00 -1.55339062e+00  7.94528067e-01
  2.62119961e+00  1.51429594e+00  1.57893646e+00  1.48142207e+00
  1.36810493e+00  2.46289778e+00  7.61906981e-01  1.00143266e+00
 -3.43445957e-01  3.04578654e-02 -9.17230844e-01 -2.60375881e+00]",Sarah Silverman
"[-339.18787      59.01806     -42.889442     -3.2920437   -19.365881
  -10.303965    -12.156095    -11.646288    -12.117013      3.9300294
  -18.421507      4.3308287   -13.147218      2.2790055    -5.3281517
   -5.210796     -2.787771     -3.910195     -1.7857183     2.9727547
    5.1808248     6.7495923     1.6223078     1.7539793    -3.304586
    4.343253      0.6287157     3.7507315    -1.4434344    -3.0172408
   -0.36946422   -1.5591825    -1.4548389    -5.1544023    -3.699367
   -0.495479     -2.4790266    -1.3767363    -2.1731622     2.2142088 ]",Sofia Franklyn
"[-4.0309750e+02  8.9263359e+01 -4.0104060e+00  3.1438358e+01
  6.8673259e-01  8.8677950e+00 -1.2748532e+01  5.4059381e+00
 -7.3798933e+00  1.1044637e+01 -1.0206439e+01  6.8323889e+00
 -7.1623797e+00  6.1517777e+00 -4.0785489e+00  5.6278191e+00
 -8.1498880e+00  4.1240373e+00 -2.7231591e+00  3.0063419e+00
 -8.5427313e+00  1.1176417e+00 -5.4736800e+00 -2.7030535e+00
 -3.3826950e+00  8.3841756e-02 -3.2190266e+00  7.3141950e-01
  2.9415375e-01 -1.9142164e-01 -1.3464768e+00  1.5413582e-02
 -2.1547625e+00  9.0293998e-01 -3.2390306e+00 -1.3495286e+00
 -2.1046400e+00 -2.6324461e+00 -5.2297032e-01 -2.6937969e+00]",Bill Burr
"[-4.0852185e+02  1.1794341e+02  8.6787014e+00  2.7812778e+01
  1.6307516e+01  4.8114181e+00 -1.0371940e+01  2.6455152e+00
 -4.0237341e+00  1.6278181e+01 -8.2353563e+00  1.1653979e+01
 -5.6725688e+00  7.5061078e+00 -3.0329127e+00  7.1614017e+00
 -6.2824850e+00  4.1607623e+00 -1.4046257e+00  1.8932238e+00
 -6.9304099e+00  7.2731853e-02 -3.4097166e+00 -8.1617075e-01
 -4.6310906e+00  1.2526489e+00 -2.9928069e+00 -8.5400498e-01
  1.7968901e-01 -6.2151080e-01  3.4044042e-01 -8.4068763e-01
 -7.9782474e-01  3.0014917e-01 -2.5736487e+00  7.4889416e-01
 -9.7068912e-01 -7.9957396e-01 -3.7617674e-01 -1.6922582e+00]",Bill Burr
"[-3.5921030e+02  6.6168304e+01 -4.8824344e+00  2.6088444e+01
 -1.8117980e+00  1.2798709e+00 -1.1840750e+01  1.5551302e+00
 -7.7374163e+00  1.6354781e+00 -8.9232836e+00  9.6248655e+00
 -8.3628435e+00 -8.5122907e-01 -3.7387319e+00  1.0541232e+00
 -4.8970232e+00  3.0473912e+00 -3.4937639e+00  2.2269142e-01
 -8.5568457e+00  3.3035843e+00 -5.2688837e+00 -8.8345718e-01
 -4.3363409e+00 -2.0345509e+00 -2.5324988e+00 -2.0004973e+00
  2.4241588e-01  1.0939784e-01 -1.7421074e+00  8.0246538e-01
 -1.4180681e+00 -5.7224578e-01 -3.0337567e+00 -2.0430377e+00
  2.5396469e-01 -1.5252925e+00  2.4795411e+00  4.5288262e-01]",Bill Burr
